icd9_code,icd9_code_nodot,specialty,sheet,procedure_group,operation,msbos,msbos_meaning,recommended_units
42.42,4242,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass (redo),G/M,Group and Match (crossmatch),4
42.51,4251,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass,G/M,Group and Match (crossmatch),2
42.51,4251,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass (redo),G/M,Group and Match (crossmatch),4
42.52,4252,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass,G/M,Group and Match (crossmatch),2
42.52,4252,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass (redo),G/M,Group and Match (crossmatch),4
42.53,4253,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass,G/M,Group and Match (crossmatch),2
42.53,4253,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass (redo),G/M,Group and Match (crossmatch),4
42.54,4254,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass,G/M,Group and Match (crossmatch),2
42.54,4254,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass (redo),G/M,Group and Match (crossmatch),4
42.55,4255,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass,G/M,Group and Match (crossmatch),2
42.55,4255,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass (redo),G/M,Group and Match (crossmatch),4
42.56,4256,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass,G/M,Group and Match (crossmatch),2
42.56,4256,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass (redo),G/M,Group and Match (crossmatch),4
42.58,4258,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass,G/M,Group and Match (crossmatch),2
42.58,4258,General Surgery,Sx,ศัลยกรรมทั่วไป,Esophagectomy/bypass (redo),G/M,Group and Match (crossmatch),4
43.5,435,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy,G/M,Group and Match (crossmatch),2
43.5,435,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy (redo),G/M,Group and Match (crossmatch),4
43.6,436,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy,G/M,Group and Match (crossmatch),2
43.6,436,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy (redo),G/M,Group and Match (crossmatch),4
43.7,437,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy,G/M,Group and Match (crossmatch),2
43.7,437,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy (redo),G/M,Group and Match (crossmatch),4
43.81,4381,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy,G/M,Group and Match (crossmatch),2
43.81,4381,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy (redo),G/M,Group and Match (crossmatch),4
43.89,4389,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy,G/M,Group and Match (crossmatch),2
43.89,4389,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy (redo),G/M,Group and Match (crossmatch),4
43.91,4391,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy,G/M,Group and Match (crossmatch),2
43.91,4391,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy (redo),G/M,Group and Match (crossmatch),4
43.99,4399,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy,G/M,Group and Match (crossmatch),2
43.99,4399,General Surgery,Sx,ศัลยกรรมทั่วไป,Gastrectomy (redo),G/M,Group and Match (crossmatch),4
44.31,4431,General Surgery,Sx,ศัลยกรรมทั่วไป,Morbidity obesity surgery,none,No blood preparation,
44.38,4438,General Surgery,Sx,ศัลยกรรมทั่วไป,Morbidity obesity surgery,none,No blood preparation,
44.39,4439,General Surgery,Sx,ศัลยกรรมทั่วไป,Morbidity obesity surgery,none,No blood preparation,
44.93,4493,General Surgery,Sx,ศัลยกรรมทั่วไป,Morbidity obesity surgery,none,No blood preparation,
44.95,4495,General Surgery,Sx,ศัลยกรรมทั่วไป,Morbidity obesity surgery,none,No blood preparation,
45.71,4571,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.72,4572,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.73,4573,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.74,4574,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.75,4575,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.76,4576,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.79,4579,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.81,4581,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.82,4582,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
45.83,4583,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Colectomy/ anterior resection (AR)/ low anterior resection (LAR)/abdominoperineal resection (APR),T/S,Type and Screen,
50.22,5022,General Surgery,Sx,ศัลยกรรมทั่วไป,Hepatectomy (minor),T/S,Type and Screen,
50.3,503,General Surgery,Sx,ศัลยกรรมทั่วไป,Hepatectomy (major),G/M,Group and Match (crossmatch),2
50.4,504,General Surgery,Sx,ศัลยกรรมทั่วไป,Hepatectomy (major),G/M,Group and Match (crossmatch),2
50.51,5051,General Surgery,Sx,ศัลยกรรมทั่วไป,Liver transplant,G/M,Group and Match (crossmatch),10
50.59,5059,General Surgery,Sx,ศัลยกรรมทั่วไป,Liver transplant,G/M,Group and Match (crossmatch),10
52.7,527,General Surgery,Sx,ศัลยกรรมทั่วไป,Whipple’s operation,G/M,Group and Match (crossmatch),2
54.3,543,General Surgery,Sx,ศัลยกรรมทั่วไป,Peritonectomy + hyperthermic intraperitoneal chemotherapy,G/M,Group and Match (crossmatch),6
54.4,544,General Surgery,Sx,ศัลยกรรมทั่วไป,Peritonectomy + hyperthermic intraperitoneal chemotherapy,G/M,Group and Match (crossmatch),6
55.01,5501,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Percutaneous nephrolithotomy (PCNL),G/M,Group and Match (crossmatch),2
55.02,5502,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Percutaneous nephrolithotomy (PCNL),G/M,Group and Match (crossmatch),2
55.03,5503,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Percutaneous nephrolithotomy (PCNL),G/M,Group and Match (crossmatch),2
55.04,5504,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Percutaneous nephrolithotomy (PCNL),G/M,Group and Match (crossmatch),2
55.51,5551,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical nephrectomy,G/M,Group and Match (crossmatch),2
55.51,5551,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical nephrectomy with thrombectomy,G/M,Group and Match (crossmatch),4
55.52,5552,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical nephrectomy,G/M,Group and Match (crossmatch),2
55.52,5552,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical nephrectomy with thrombectomy,G/M,Group and Match (crossmatch),4
55.53,5553,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical nephrectomy,G/M,Group and Match (crossmatch),2
55.53,5553,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical nephrectomy with thrombectomy,G/M,Group and Match (crossmatch),4
55.54,5554,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical nephrectomy,G/M,Group and Match (crossmatch),2
55.54,5554,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical nephrectomy with thrombectomy,G/M,Group and Match (crossmatch),4
55.61,5561,General Surgery,Sx,ศัลยกรรมทั่วไป,Kidney transplant,G/M,Group and Match (crossmatch),2
55.69,5569,General Surgery,Sx,ศัลยกรรมทั่วไป,Kidney transplant,G/M,Group and Match (crossmatch),2
57.49,5749,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Transurethral resection of bladder tumor (TURB),G/M,Group and Match (crossmatch),1
57.71,5771,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical cystectomy,G/M,Group and Match (crossmatch),4
57.79,5779,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Radical cystectomy,G/M,Group and Match (crossmatch),4
60.11,6011,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Transrectal ultrasound guide-prostate biopsy (TRUS),none,No blood preparation,
60.21,6021,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Transurethral resection of the prostate (TURP),none,No blood preparation,
60.29,6029,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Transurethral resection of the prostate (TURP),none,No blood preparation,
60.5,605,General Surgery,Sx,ศัลยกรรมทางเดินปัสสาวะ,Robotic-assisted laparoscopic prostatectomy (RALP),G/M,Group and Match (crossmatch),2
65.25,6525,Obstetrics & Gynecology,OB-Gyn,Enucleation,Other laparoscopic local excision or destruction of ovary,T/S,Type and Screen,1
65.29,6529,Obstetrics & Gynecology,OB-Gyn,Enucleation,Other local excision or destruction of ovary,T/S,Type and Screen,1
65.41,6541,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Laparoscopic unilateral salpingo-oophorectomy,T/S,Type and Screen,1
65.49,6549,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Other unilateral salpingo-oophorectomy,T/S,Type and Screen,1
65.49,6549,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Other unilateral salpingo-oophorectomy,T/S,Type and Screen,1
65.61,6561,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Other removal of both ovaries and tubes at same operative episode,T/S,Type and Screen,1
65.62,6562,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Other removal of remaining ovary and tube,T/S,Type and Screen,1
65.63,6563,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Laparoscopic removal of both ovaries and tubes at same operative episode,T/S,Type and Screen,1
66.31,6631,Obstetrics & Gynecology,OB-Gyn,TR,Other bilateral ligation and crushing of fallopian tubes,T/S,Type and Screen,1
66.32,6632,Obstetrics & Gynecology,OB-Gyn,TR,Other bilateral ligation and division of fallopian tubes,T/S,Type and Screen,1
66.32,6632,Obstetrics & Gynecology,OB-Gyn,TR,TR,T/S,Type and Screen,1
66.4,664,Obstetrics & Gynecology,OB-Gyn,Salpingectomy,Total unilateral salpingectomy,T/S,Type and Screen,1
66.51,6651,Obstetrics & Gynecology,OB-Gyn,Salpingectomy,Total bilateral salpingectomy,T/S,Type and Screen,1
66.62,6662,Obstetrics & Gynecology,OB-Gyn,Salpingectomy,Salpingectomy with removal of tubal pregnancy,T/S,Type and Screen,1
66.63,6663,Obstetrics & Gynecology,OB-Gyn,Salpingectomy,"Bilateral partial salpingectomy, not otherwise specified",T/S,Type and Screen,1
66.69,6669,Obstetrics & Gynecology,OB-Gyn,Salpingectomy,Other partial salpingectomy,T/S,Type and Screen,1
68.15,6815,Obstetrics & Gynecology,OB-Gyn,Hysteroscopy,Closed biopsy of uterus,T/S,Type and Screen,1
68.29,6829,Obstetrics & Gynecology,OB-Gyn,Hysteroscopy,Other excision or destruction of lesion of uterus,T/S,Type and Screen,1
68.29,6829,Obstetrics & Gynecology,OB-Gyn,Myomectomy,Other excision or destruction of lesion of uterus,T/S,Type and Screen,1
68.31,6831,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Laparoscopic supracervical hysterectomy (LSH),T/S,Type and Screen,1
68.41,6841,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Laparoscopic total abdominal hysterectomy,T/S,Type and Screen,1
68.49,6849,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Other and unspecified total abdominal hysterectomy,T/S,Type and Screen,1
68.51,6851,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Laparoscopically assisted vaginal hysterectomy (LAVH),T/S,Type and Screen,1
68.61,6861,Obstetrics & Gynecology,OB-Gyn,Hysterectomy,Laparoscopic radical abdominal hysterectomy,T/S,Type and Screen,1
68.8,688,Orthopedics,Ortho,Tumor,Pelvectomy with sacrectomy,G/M,Group and Match (crossmatch),4
68.8,688,General Surgery,Sx,ศัลยกรรมลำไส้ใหญ่และทวารหนัก,Pelvic exenteration,G/M,Group and Match (crossmatch),4
74,74,Obstetrics & Gynecology,OB-Gyn,C/S,Cesarean section and removal of fetus,T/S,Type and Screen,1
74.1,741,Obstetrics & Gynecology,OB-Gyn,C/S,Cesarean section and removal of fetus (Elective),T/S,Type and Screen,1
74.1,741,Obstetrics & Gynecology,OB-Gyn,C/S,Cesarean section and removal of fetus (Emergency),T/S,Type and Screen,1
74.1,741,Obstetrics & Gynecology,OB-Gyn,C/S,Low cervical cesarean section,T/S,Type and Screen,1
74.4,744,Obstetrics & Gynecology,OB-Gyn,C/S,Cesarean section of other specified type,T/S,Type and Screen,1
76.2,762,ENT (Otolaryngology),ENT,Oto,Temporal bone resection,T/S,Type and Screen,2
76.31,7631,ENT (Otolaryngology),ENT,Head-Neck,Mandibular surgery,T/S,Type and Screen,1
76.39,7639,ENT (Otolaryngology),ENT,Oto,Temporal bone resection,T/S,Type and Screen,2
76.41,7641,ENT (Otolaryngology),ENT,Head-Neck,Mandibular surgery,T/S,Type and Screen,1
76.42,7642,ENT (Otolaryngology),ENT,Sleep,Genioglossal advancement,none,No blood preparation,
76.42,7642,ENT (Otolaryngology),ENT,Head-Neck,Mandibular surgery,T/S,Type and Screen,1
76.43,7643,ENT (Otolaryngology),ENT,Head-Neck,Mandibular surgery,T/S,Type and Screen,1
76.63,7663,ENT (Otolaryngology),ENT,Head-Neck,Mandibular surgery,T/S,Type and Screen,1
76.64,7664,ENT (Otolaryngology),ENT,Head-Neck,Mandibular surgery,T/S,Type and Screen,1
76.68,7668,ENT (Otolaryngology),ENT,Sleep,Genioglossal advancement,none,No blood preparation,
77.00,7700,Orthopedics,Ortho,Foot,Sequestrectomy with Ilizarov fixation (ถ้า sequestrectomy หรือ Ilizarov อย่างใดอย่างหนึ่ง No M/G),T/S,Type and Screen,1
77.07,7707,Orthopedics,Ortho,Foot,Sequestrectomy with Ilizarov fixation (ถ้า sequestrectomy หรือ Ilizarov อย่างใดอย่างหนึ่ง No M/G),T/S,Type and Screen,1
77.60,7760,Orthopedics,Ortho,Tumor,Excision benign bone tumor without tourniquet,T/S,Type and Screen,1-2
