oprtact,icd9,icd9_nodot,score,human_index,human_agreed,human_icd9,name
DE313,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE314,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE315,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE316,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE317,2371,2371,1.000,1,false,2370,Root canal therapy with irrigation
DE3171,2371,2371,1.000,1,false,2370,Root canal therapy with irrigation
DE3172,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE318,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE3181,2370,2370,0.990,1,false,2371,"Root canal, not otherwise specified"
DE3182,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE319,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE3191,2371,2371,1.000,1,false,2370,Root canal therapy with irrigation
DE3192,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE321,2373,2373,0.976,3,false,,Apicoectomy
DE322,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE323,2370,2370,0.984,1,false,2373,"Root canal, not otherwise specified"
DE324,2371,2371,0.994,1,false,2373,Root canal therapy with irrigation
DE325,2370,2370,1.000,1,false,2373,"Root canal, not otherwise specified"
DE326,2371,2371,0.970,1,false,2370,Root canal therapy with irrigation
DE327,2370,2370,0.981,1,false,2372,"Root canal, not otherwise specified"
DE3271,2370,2370,0.990,1,false,2372,"Root canal, not otherwise specified"
DE3272,2370,2370,0.963,1,false,2373,"Root canal, not otherwise specified"
DE328,2372,2372,0.980,1,false,2373,Root canal therapy with apicoectomy
DE3281,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE3282,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE329,2373,2373,0.986,2,false,2370,Apicoectomy
DE3291,2370,2370,1.000,1,false,2372,"Root canal, not otherwise specified"
DE3292,2372,2372,1.000,1,false,2370,Root canal therapy with apicoectomy
DE330,9654,9654,1.000,1,false,2419,"Dental scaling, polishing, and debridement"
DE331,2371,2371,0.942,1,false,2373,Root canal therapy with irrigation
DE332,2371,2371,0.906,1,false,2309,Root canal therapy with irrigation
DE333,2370,2370,0.943,1,false,2372,"Root canal, not otherwise specified"
DE334,2370,2370,0.949,1,false,2373,"Root canal, not otherwise specified"
DE401,9654,9654,1.000,1,false,9355,"Dental scaling, polishing, and debridement"
DE402,9654,9654,1.000,1,false,8711,"Dental scaling, polishing, and debridement"
DE403,9654,9654,1.000,1,false,2371,"Dental scaling, polishing, and debridement"
DE404,8670,8670,0.997,1,false,8689,"Pedicle or flap graft, not otherwise specified"
DE405,240,240,0.933,1,false,246,Incision of gum or alveolar bone
DE406,232,232,0.964,1,false,246,Restoration of tooth by filling
DE407,242,242,1.000,1,false,9654,Gingivoplasty
DE408,2491,2491,0.974,1,false,242,Extension or deepening of buccolabial or lingual sulcus
DE409,240,240,0.947,1,false,9722,Incision of gum or alveolar bone
DE410,9355,9355,0.980,0,true,,Dental wiring
DE411,242,242,0.797,0,true,,Gingivoplasty
DE412,8931,8931,0.788,0,true,,Dental examination
DE413,232,232,0.865,1,false,233,Restoration of tooth by filling
DE414,9722,9722,1.000,1,false,9357,Replacement of dental packing
DE416,242,242,1.000,1,false,240,Gingivoplasty
DE417,242,242,0.879,0,true,,Gingivoplasty
DE418,9654,9654,1.000,1,false,8711,"Dental scaling, polishing, and debridement"
DE419,2319,2319,1.000,1,false,2311,Other surgical extraction of tooth
DE420,9722,9722,0.993,1,false,246,Replacement of dental packing
DE421,246,246,0.884,0,true,,Exposure of tooth
DE422,246,246,0.928,0,true,,Exposure of tooth
DE423,2419,2419,0.972,1,false,242,"Other diagnostic procedures on teeth, gums, and alveoli"
DE424,2491,2491,0.952,1,false,246,Extension or deepening of buccolabial or lingual sulcus
DE425,9654,9654,0.883,1,false,3941,"Dental scaling, polishing, and debridement"
DE426,246,246,0.906,0,true,,Exposure of tooth
DE427,7691,7691,1.000,0,true,,Bone graft to facial bone
DE428,7691,7691,1.000,0,true,,Bone graft to facial bone
DE429,9722,9722,0.903,1,false,2309,Replacement of dental packing
DE430,9654,9654,1.000,1,false,8711,"Dental scaling, polishing, and debridement"
DE431,9654,9654,1.000,1,false,8162,"Dental scaling, polishing, and debridement"
DE432,9654,9654,1.000,1,false,8711,"Dental scaling, polishing, and debridement"
DE433,9654,9654,1.000,1,false,2311,"Dental scaling, polishing, and debridement"
DE434,9654,9654,1.000,1,false,2370,"Dental scaling, polishing, and debridement"
DE435,9654,9654,1.000,1,false,9722,"Dental scaling, polishing, and debridement"
DE436,9654,9654,1.000,1,false,9722,"Dental scaling, polishing, and debridement"
DE437,9654,9654,0.970,1,false,2419,"Dental scaling, polishing, and debridement"
DE438,9654,9654,0.948,1,false,2419,"Dental scaling, polishing, and debridement"
DE500,9984,9984,1.000,0,true,,Isolation
DE508,8917,8917,1.000,2,false,282,Polysomnogram
DE510,232,232,0.979,1,false,236,Restoration of tooth by filling
DE5101,2341,2341,1.000,0,true,,Application of crown
DE511,2341,2341,1.000,0,true,,Application of crown
DE512,2341,2341,1.000,0,true,,Application of crown
DE513,2341,2341,0.979,0,true,,Application of crown
DE5131,2341,2341,0.962,0,true,,Application of crown
DE514,2341,2341,1.000,0,true,,Application of crown
DE516,2342,2342,1.000,0,true,,Insertion of fixed bridge
DE517,2342,2342,1.000,0,true,,Insertion of fixed bridge
DE518,2341,2341,1.000,0,true,,Application of crown
DE5181,233,233,1.000,1,false,232,Restoration of tooth by inlay
DE519,236,236,1.000,1,false,2341,Prosthetic dental implant
DE520,2341,2341,0.969,0,true,,Application of crown
DE521,232,232,1.000,1,false,235,Restoration of tooth by filling
DE522,232,232,0.944,1,false,236,Restoration of tooth by filling
DE523,232,232,1.000,1,false,236,Restoration of tooth by filling
DE524,232,232,1.000,1,false,2349,Restoration of tooth by filling
DE525,236,236,0.986,1,false,8711,Prosthetic dental implant
DE526,2309,2309,0.818,0,true,,Extraction of other tooth
DE527,233,233,0.941,1,false,236,Restoration of tooth by inlay
DE528,2370,2370,1.000,1,false,2371,"Root canal, not otherwise specified"
DE529,2343,2343,1.000,1,false,2342,Insertion of removable bridge
DE530,2341,2341,1.000,0,true,,Application of crown
DE531,2341,2341,1.000,0,true,,Application of crown
DE532,236,236,1.000,1,false,2341,Prosthetic dental implant
DE535,2341,2341,1.000,0,true,,Application of crown
DE537,2341,2341,1.000,0,true,,Application of crown
DE538,2341,2341,1.000,0,true,,Application of crown
DE540,9997,9997,1.000,0,true,,Fitting of denture
DE541,2343,2343,1.000,1,false,9997,Insertion of removable bridge
DE542,9997,9997,1.000,0,true,,Fitting of denture
DE543,2343,2343,1.000,1,false,2342,Insertion of removable bridge
DE544,2343,2343,0.994,1,false,2342,Insertion of removable bridge
DE551,2343,2343,0.986,1,false,2342,Insertion of removable bridge
DE552,2343,2343,1.000,1,false,9997,Insertion of removable bridge
DE556,2343,2343,1.000,1,false,2342,Insertion of removable bridge
DE561,2343,2343,1.000,1,false,2342,Insertion of removable bridge
DE563,2342,2342,1.000,0,true,,Insertion of fixed bridge
DE564,2342,2342,0.999,0,true,,Insertion of fixed bridge
DE572,8931,8931,0.867,0,true,,Dental examination
DE573,2343,2343,1.000,1,false,2342,Insertion of removable bridge
DE574,9997,9997,0.983,0,true,,Fitting of denture
DE576,2343,2343,0.974,1,false,2342,Insertion of removable bridge
DE577,9997,9997,0.862,0,true,,Fitting of denture
DE579,9997,9997,1.000,0,true,,Fitting of denture
DE581,9997,9997,1.000,0,true,,Fitting of denture
DE583,9997,9997,1.000,0,true,,Fitting of denture
DE584,9733,9733,0.891,0,true,,Removal of dental wiring
DE585,9355,9355,0.883,0,true,,Dental wiring
DE586,9221,9221,0.988,0,true,,Superficial radiation
DE587,8931,8931,0.995,0,true,,Dental examination
DE596,8931,8931,1.000,0,true,,Dental examination
DE597,8931,8931,0.975,0,true,,Dental examination
DE598,247,247,0.945,1,false,9355,Application of orthodontic appliance
DE599,247,247,1.000,1,false,2301,Application of orthodontic appliance
DE600,2301,2301,0.956,1,false,8931,Extraction of deciduous tooth
DE601,9733,9733,1.000,0,true,,Removal of dental wiring
DE602,247,247,1.000,1,false,2342,Application of orthodontic appliance
DE603,247,247,1.000,1,false,2342,Application of orthodontic appliance
DE604,247,247,1.000,1,false,9997,Application of orthodontic appliance
DE605,7665,7665,0.972,1,false,247,Segmental osteoplasty [osteotomy] of maxilla
DE606,2342,2342,0.904,0,true,,Insertion of fixed bridge
DE607,7665,7665,0.995,1,false,7666,Segmental osteoplasty [osteotomy] of maxilla
DE608,247,247,1.000,1,false,7661,Application of orthodontic appliance
DE609,247,247,1.000,1,false,9997,Application of orthodontic appliance
DE611,247,247,1.000,1,false,2342,Application of orthodontic appliance
DE612,247,247,1.000,1,false,2342,Application of orthodontic appliance
DE613,247,247,1.000,1,false,9997,Application of orthodontic appliance
DE614,247,247,1.000,1,false,7666,Application of orthodontic appliance
DE615,247,247,1.000,1,false,7662,Application of orthodontic appliance
DE616,247,247,1.000,1,false,2342,Application of orthodontic appliance
DE617,247,247,1.000,1,false,2342,Application of orthodontic appliance
DE618,2309,2309,0.938,0,true,,Extraction of other tooth
DE619,247,247,0.908,1,false,9735,Application of orthodontic appliance
DE620,247,247,0.974,1,false,9997,Application of orthodontic appliance
DE621,2301,2301,1.000,1,false,246,Extraction of deciduous tooth
DE622,246,246,0.995,0,true,,Exposure of tooth
DE623,9355,9355,0.951,2,false,2342,Dental wiring
DE624,9722,9722,1.000,1,false,2301,Replacement of dental packing
DE625,247,247,1.000,1,false,2343,Application of orthodontic appliance
DE626,2764,2764,0.980,1,false,2772,Insertion of palatal implant
DE627,2764,2764,0.932,1,false,9997,Insertion of palatal implant
DE628,7695,7695,0.884,1,false,9323,Other manipulation of temporomandibular joint
DE629,2764,2764,1.000,1,false,2772,Insertion of palatal implant
DE630,9602,9602,1.000,1,false,9601,Insertion of oropharyngeal airway
DE631,8931,8931,0.867,0,true,,Dental examination
DE632,9355,9355,0.815,0,true,,Dental wiring
DE636,8917,8917,0.862,3,false,,Polysomnogram
DE637,2342,2342,1.000,0,true,,Insertion of fixed bridge
DE638,9997,9997,0.982,0,true,,Fitting of denture
DE639,8931,8931,0.974,0,true,,Dental examination
DE640,9984,9984,1.000,0,true,,Isolation
DE641,7696,7696,0.937,1,false,7693,Injection of therapeutic substance into temporomandibular joint
DE642,247,247,0.895,1,false,7695,Application of orthodontic appliance
DE643,9997,9997,1.000,0,true,,Fitting of denture
DE644,9314,9314,0.974,1,false,7696,Training in joint movements
DE645,8931,8931,0.832,0,true,,Dental examination
DE646,8931,8931,1.000,0,true,,Dental examination
DE647,8931,8931,0.946,0,true,,Dental examination
DE648,8396,8396,0.900,1,false,8884,Injection of therapeutic substance into bursa
DE650,247,247,1.000,1,false,233,Application of orthodontic appliance
DE700,232,232,0.965,1,false,233,Restoration of tooth by filling
DE701,232,232,1.000,1,false,233,Restoration of tooth by filling
DE702,232,232,1.000,1,false,233,Restoration of tooth by filling
DE703,232,232,0.960,1,false,2349,Restoration of tooth by filling
DE704,232,232,1.000,1,false,2349,Restoration of tooth by filling
DE705,232,232,1.000,1,false,2349,Restoration of tooth by filling
DE706,232,232,1.000,1,false,2349,Restoration of tooth by filling
DE710,232,232,1.000,1,false,2349,Restoration of tooth by filling
DE711,232,232,1.000,1,false,233,Restoration of tooth by filling
DE712,232,232,1.000,1,false,233,Restoration of tooth by filling
DE713,232,232,1.000,1,false,233,Restoration of tooth by filling
DE714,232,232,1.000,1,false,2349,Restoration of tooth by filling
DE715,232,232,0.984,1,false,2349,Restoration of tooth by filling
DE716,232,232,0.984,1,false,2349,Restoration of tooth by filling
DE720,232,232,1.000,1,false,233,Restoration of tooth by filling
DE721,232,232,1.000,1,false,2341,Restoration of tooth by filling
DE731,233,233,1.000,1,false,232,Restoration of tooth by inlay
DE732,233,233,1.000,1,false,232,Restoration of tooth by inlay
DE733,233,233,1.000,1,false,2349,Restoration of tooth by inlay
DE736,232,232,1.000,1,false,2349,Restoration of tooth by filling
DE737,8937,8937,0.875,1,false,2419,Vital capacity determination
DE739,232,232,0.936,1,false,233,Restoration of tooth by filling
DE803,233,233,0.886,1,false,8711,Restoration of tooth by inlay
DE804,9722,9722,0.986,1,false,7677,Replacement of dental packing
DE805,9355,9355,0.867,2,false,245,Dental wiring
DE806,5598,5598,0.996,1,false,9984,Removal of mechanical kidney
DE807,7869,7869,0.942,1,false,7697,"Removal of implanted devices from bone, other bones"
DE812,2343,2343,1.000,1,false,9997,Insertion of removable bridge
DE813,2343,2343,0.977,1,false,2342,Insertion of removable bridge
DE815,2370,2370,0.974,1,false,2371,"Root canal, not otherwise specified"
DE816,235,235,0.934,0,true,,Implantation of tooth
DM008,9982,9982,0.875,0,true,,Ultraviolet light therapy
DM009,9982,9982,0.931,0,true,,Ultraviolet light therapy
DM010,9912,9912,0.899,0,true,,Immunization for allergy
DM011,8762,8762,0.935,0,true,,Upper GI series
DM012,9912,9912,0.910,0,true,,Immunization for allergy
DM013,9165,9165,0.922,1,false,9173,"Microscopic examination of specimen from skin and other integument, toxicology"
DM014,9983,9983,0.972,0,true,,Other phototherapy
DM015,1143,1143,0.798,1,false,9395,Cryotherapy of corneal lesion
DM016,3226,3226,0.953,1,false,4532,Other and unspecified ablation of lung lesion or tissue
DM017,9395,9395,0.745,0,true,,Hyperbaric oxygenation
DM018,863,863,0.950,1,false,613,Other local excision or destruction of lesion or tissue of skin and subcutaneous tissue
DM019,1142,1142,1.000,1,false,6732,Thermocauterization of corneal lesion
DM020,9221,9221,0.913,0,true,,Superficial radiation
DM021,9927,9927,0.938,0,true,,Iontophoresis
DM022,8611,8611,0.900,1,false,9824,Closed biopsy of skin and subcutaneous tissue
DM023,7271,7271,0.916,1,false,7322,Vacuum extraction with episiotomy
DM024,8602,8602,0.958,1,false,5094,Injection or tattooing of skin lesion or defect
DM025,9983,9983,0.995,0,true,,Other phototherapy
DM026,9984,9984,1.000,0,true,,Isolation
DM027,8619,8619,0.899,1,false,8625,Other diagnostic procedures on skin and subcutaneous tissue
DM028,8611,8611,0.845,1,false,6411,Closed biopsy of skin and subcutaneous tissue
DM029,811,811,1.000,1,false,864,Biopsy of eyelid
DM030,9221,9221,0.863,0,true,,Superficial radiation
DM031,4903,4903,0.897,1,false,284,Excision of perianal skin tags
DM032,7111,7111,0.968,0,true,,Biopsy of vulva
DM033,9984,9984,1.000,0,true,,Isolation
DM034,8623,8623,1.000,1,false,8686,"Removal of nail, nail bed, or nail fold"
DM036,9976,9976,0.927,1,false,9025,Extracorporeal immunoadsorption
DM037,9976,9976,1.000,1,false,18,Extracorporeal immunoadsorption
DM038,8664,8664,0.964,0,true,,Hair transplant
DM040,8604,8604,1.000,1,false,4901,Other incision with drainage of skin and subcutaneous tissue
DM041,8604,8604,0.986,1,false,4901,Other incision with drainage of skin and subcutaneous tissue
DM042,6951,6951,0.938,1,false,6901,Aspiration curettage of uterus for termination of pregnancy
DM043,9984,9984,1.000,0,true,,Isolation
DM044,8684,8684,0.945,1,false,5662,Relaxation of scar or web contracture of skin
DM045,8669,8669,0.982,1,false,8660,Other skin graft to other sites
DM046,8669,8669,0.953,1,false,8660,Other skin graft to other sites
DM047,8660,8660,0.981,1,false,8669,"Free skin graft, not otherwise specified"
DM048,6441,6441,1.000,1,false,2751,Suture of laceration of penis
DM049,9357,9357,1.000,1,false,9716,Application of other wound dressing
DM051,9738,9738,1.000,1,false,9743,Removal of sutures from head and neck
DM052,9357,9357,0.940,1,false,9716,Application of other wound dressing
DM053,9357,9357,1.000,1,false,9716,Application of other wound dressing
DM054,8592,8592,0.996,1,false,5497,Injection of therapeutic agent into breast
DM055,9954,9954,0.898,1,false,9955,Prophylactic vaccination against other arthropod-borne viral diseases
DM056,8592,8592,0.956,1,false,3792,Injection of therapeutic agent into breast
DM057,3894,3894,0.976,3,false,,Venous cutdown
DM058,9396,9396,1.000,0,true,,Other oxygen enrichment
DM059,5794,5794,1.000,1,false,5711,Insertion of indwelling urinary catheter
